ID,Context_emotion,Human_response_emotion,FT_response_emotion,GPT_response_emotion,Human_response_emotion_similarity,FT_response_emotion_similarity,GPT_response_emotion_similarity
context_11,"{'anger': 0.1629744917154312, 'disgust': 0.18721307814121246, 'fear': 0.009124726988375187, 'joy': 0.04873790591955185, 'neutral': 0.4614759385585785, 'sadness': 0.12410380691289902, 'surprise': 0.006369946524500847}","{'anger': 0.017746487632393837, 'disgust': 0.009782296605408192, 'fear': 0.0026286218781024218, 'joy': 0.028014089912176132, 'neutral': 0.8904989361763, 'sadness': 0.020375670865178108, 'surprise': 0.03095392882823944}","{'anger': 0.021356144919991493, 'disgust': 0.005091296974569559, 'fear': 0.7248283624649048, 'joy': 0.009880355559289455, 'neutral': 0.22522425651550293, 'sadness': 0.007336962502449751, 'surprise': 0.006282714661210775}","{'anger': 0.006399256642907858, 'disgust': 0.06310554593801498, 'fear': 0.7152273654937744, 'joy': 0.008046498522162437, 'neutral': 0.17443913221359253, 'sadness': 0.029497897252440453, 'surprise': 0.003284311853349209}",0.8702537889851542,0.2834428577165389,0.25991926084364025
context_12,"{'anger': 0.39392298460006714, 'disgust': 0.035483893007040024, 'fear': 0.01694534905254841, 'joy': 0.0017269788077101111, 'neutral': 0.0367383249104023, 'sadness': 0.44000890851020813, 'surprise': 0.07517360150814056}","{'anger': 0.011626173742115498, 'disgust': 0.01043213065713644, 'fear': 0.09963424503803253, 'joy': 0.011582779698073864, 'neutral': 0.8362271785736084, 'sadness': 0.018624672666192055, 'surprise': 0.011872807517647743}","{'anger': 0.011297805234789848, 'disgust': 0.008681018836796284, 'fear': 0.03635822609066963, 'joy': 0.004769608844071627, 'neutral': 0.8864393830299377, 'sadness': 0.0433325320482254, 'surprise': 0.009121455252170563}","{'anger': 0.017439769580960274, 'disgust': 0.040860533714294434, 'fear': 0.14179903268814087, 'joy': 0.005358626134693623, 'neutral': 0.7082239985466003, 'sadness': 0.07990340143442154, 'surprise': 0.0064147114753723145}",0.09224907601705534,0.10865112021997736,0.16632750739301105
context_13,"{'anger': 0.02209123596549034, 'disgust': 0.09577901661396027, 'fear': 0.10703045129776001, 'joy': 0.0022466699592769146, 'neutral': 0.7017414569854736, 'sadness': 0.03379121050238609, 'surprise': 0.03731990605592728}","{'anger': 0.3001824617385864, 'disgust': 0.1384984403848648, 'fear': 0.019572217017412186, 'joy': 0.09038352221250534, 'neutral': 0.23985964059829712, 'sadness': 0.15914398431777954, 'surprise': 0.05235970392823219}","{'anger': 0.12009265273809433, 'disgust': 0.39280998706817627, 'fear': 0.029796838760375977, 'joy': 0.002984374761581421, 'neutral': 0.3250448703765869, 'sadness': 0.10549390316009521, 'surprise': 0.023777393624186516}","{'anger': 0.0206293947994709, 'disgust': 0.01810441166162491, 'fear': 0.10791973024606705, 'joy': 0.0027946208138018847, 'neutral': 0.8161166310310364, 'sadness': 0.02690434642136097, 'surprise': 0.007530932780355215}",0.6105729204403433,0.7172335925676852,0.99251070980344
context_14,"{'anger': 0.005094466265290976, 'disgust': 0.0022199125960469246, 'fear': 0.010267228819429874, 'joy': 0.0013487525284290314, 'neutral': 0.004397987388074398, 'sadness': 0.9743301868438721, 'surprise': 0.002341472776606679}","{'anger': 0.05327868461608887, 'disgust': 0.3679577112197876, 'fear': 0.12323400378227234, 'joy': 0.006965629756450653, 'neutral': 0.18541738390922546, 'sadness': 0.25273382663726807, 'surprise': 0.010412807576358318}","{'anger': 0.006311977747827768, 'disgust': 0.0031690921168774366, 'fear': 0.2497396022081375, 'joy': 0.002625138033181429, 'neutral': 0.0148783503100276, 'sadness': 0.004376390483230352, 'surprise': 0.7188994288444519}","{'anger': 0.009125081822276115, 'disgust': 0.025278089568018913, 'fear': 0.012023738585412502, 'joy': 0.017161905765533447, 'neutral': 0.46956202387809753, 'sadness': 0.4601362645626068, 'surprise': 0.006712886970490217}",0.5101352896097666,0.011620499617973068,0.7024992397280688
context_15,"{'anger': 0.014765473082661629, 'disgust': 0.013843365013599396, 'fear': 0.8750898838043213, 'joy': 0.001176122110337019, 'neutral': 0.036706242710351944, 'sadness': 0.0475902184844017, 'surprise': 0.010828725062310696}","{'anger': 0.010635911487042904, 'disgust': 0.1741122007369995, 'fear': 0.28182563185691833, 'joy': 0.003692465368658304, 'neutral': 0.41533082723617554, 'sadness': 0.08346135914325714, 'surprise': 0.030941607430577278}","{'anger': 0.03187994658946991, 'disgust': 0.015562443993985653, 'fear': 0.7635087370872498, 'joy': 0.006057386286556721, 'neutral': 0.15124930441379547, 'sadness': 0.028531815856695175, 'surprise': 0.0032103052362799644}","{'anger': 0.00689837709069252, 'disgust': 0.01587025448679924, 'fear': 0.13884244859218597, 'joy': 0.0259198360145092, 'neutral': 0.5112958550453186, 'sadness': 0.29351168870925903, 'surprise': 0.007661575451493263}",0.5684643095563512,0.9877534625885531,0.2906239509668056
context_16,"{'anger': 0.00545166153460741, 'disgust': 0.0052154650911688805, 'fear': 0.9201903343200684, 'joy': 0.002414750400930643, 'neutral': 0.04505248740315437, 'sadness': 0.01909061335027218, 'surprise': 0.0025847679935395718}","{'anger': 0.01122634019702673, 'disgust': 0.010622024536132812, 'fear': 0.10752009600400925, 'joy': 0.07593932747840881, 'neutral': 0.6489297747612, 'sadness': 0.12958946824073792, 'surprise': 0.01617291383445263}","{'anger': 0.012358815409243107, 'disgust': 0.005013085901737213, 'fear': 0.05001112446188927, 'joy': 0.0113279540091753, 'neutral': 0.7773333191871643, 'sadness': 0.10840707272291183, 'surprise': 0.035548631101846695}","{'anger': 0.0037489356473088264, 'disgust': 0.003905577352270484, 'fear': 0.9218622446060181, 'joy': 0.003176532220095396, 'neutral': 0.0585317499935627, 'sadness': 0.00647496385499835, 'surprise': 0.002300126710906625}",0.2105606426583797,0.11482468460961659,0.9997980027327633
context_17,"{'anger': 0.007976088672876358, 'disgust': 0.0033060298301279545, 'fear': 0.9340969324111938, 'joy': 0.0018019083654507995, 'neutral': 0.028497198596596718, 'sadness': 0.016301842406392097, 'surprise': 0.008020016364753246}","{'anger': 0.002933328039944172, 'disgust': 0.0063142189756035805, 'fear': 0.021789737045764923, 'joy': 0.00785768125206232, 'neutral': 0.16789788007736206, 'sadness': 0.7724366784095764, 'surprise': 0.020770523697137833}","{'anger': 0.006509108934551477, 'disgust': 0.006299165077507496, 'fear': 0.017678430303931236, 'joy': 0.007139367051422596, 'neutral': 0.9151179194450378, 'sadness': 0.0388064980506897, 'surprise': 0.008449481800198555}","{'anger': 0.047491561621427536, 'disgust': 0.025045886635780334, 'fear': 0.4651886820793152, 'joy': 0.003908347804099321, 'neutral': 0.43389973044395447, 'sadness': 0.019648171961307526, 'surprise': 0.004817584995180368}",0.05132620631138207,0.050648869835737687,0.7498892886401385
context_18,"{'anger': 0.257107675075531, 'disgust': 0.6125624179840088, 'fear': 0.006436456460505724, 'joy': 0.0011412716703489423, 'neutral': 0.07908759266138077, 'sadness': 0.014657853171229362, 'surprise': 0.029006697237491608}","{'anger': 0.7423091530799866, 'disgust': 0.05896774306893349, 'fear': 0.03018706664443016, 'joy': 0.021168239414691925, 'neutral': 0.13206899166107178, 'sadness': 0.011549804359674454, 'surprise': 0.003748977091163397}","{'anger': 0.12218847870826721, 'disgust': 0.043000850826501846, 'fear': 0.050459448248147964, 'joy': 0.03462187945842743, 'neutral': 0.6970007419586182, 'sadness': 0.05090560019016266, 'surprise': 0.0018229942070320249}","{'anger': 0.8929792046546936, 'disgust': 0.029907511547207832, 'fear': 0.0019189337035641074, 'joy': 0.0021120572928339243, 'neutral': 0.0615985244512558, 'sadness': 0.010370481759309769, 'surprise': 0.0011132408399134874}",0.46903275130703714,0.23865437916004373,0.42166854902265016
context_19,"{'anger': 0.02591518871486187, 'disgust': 0.013416636735200882, 'fear': 0.37460315227508545, 'joy': 0.00785123836249113, 'neutral': 0.06402260065078735, 'sadness': 0.0027998134028166533, 'surprise': 0.5113914012908936}","{'anger': 0.0035213271621614695, 'disgust': 0.006490435916930437, 'fear': 0.9403913617134094, 'joy': 0.0015619382029399276, 'neutral': 0.03435352444648743, 'sadness': 0.0033177067525684834, 'surprise': 0.010363763198256493}","{'anger': 0.010411323048174381, 'disgust': 0.0043653263710439205, 'fear': 0.39787736535072327, 'joy': 0.002554506529122591, 'neutral': 0.026583466678857803, 'sadness': 0.466494619846344, 'surprise': 0.09171334654092789}","{'anger': 0.007657104171812534, 'disgust': 0.005371187813580036, 'fear': 0.9039127826690674, 'joy': 0.002306664828211069, 'neutral': 0.06599111109972, 'sadness': 0.009936314076185226, 'surprise': 0.0048248483799397945}",0.5996548265217734,0.5034536728354444,0.5977653898361145
context_20,"{'anger': 0.009974008426070213, 'disgust': 0.5553503632545471, 'fear': 0.3320404887199402, 'joy': 0.0017159036360681057, 'neutral': 0.0507039912045002, 'sadness': 0.04195285215973854, 'surprise': 0.00826236978173256}","{'anger': 0.002667088061571121, 'disgust': 0.004575046710669994, 'fear': 0.00617707846686244, 'joy': 0.004430645145475864, 'neutral': 0.9511379599571228, 'sadness': 0.006983178202062845, 'surprise': 0.024028971791267395}","{'anger': 0.007691355422139168, 'disgust': 0.009662299416959286, 'fear': 0.025887195020914078, 'joy': 0.006425424013286829, 'neutral': 0.9340453743934631, 'sadness': 0.012003087438642979, 'surprise': 0.004285287577658892}","{'anger': 0.007639501243829727, 'disgust': 0.022768359631299973, 'fear': 0.04356573894619942, 'joy': 0.00519057922065258, 'neutral': 0.9057168364524841, 'sadness': 0.008366411551833153, 'surprise': 0.006752623710781336}",0.0861817849084372,0.10189409492143087,0.12459405354928377
context_21,"{'anger': 0.0006588368560187519, 'disgust': 0.00048155104741454124, 'fear': 0.002260984852910042, 'joy': 0.0012475330149754882, 'neutral': 0.0018429323099553585, 'sadness': 0.991805911064148, 'surprise': 0.0017022945685312152}","{'anger': 0.0026879506185650826, 'disgust': 0.004229940474033356, 'fear': 0.0028823150787502527, 'joy': 0.004562596790492535, 'neutral': 0.016141030937433243, 'sadness': 0.9642975926399231, 'surprise': 0.0051985206082463264}","{'anger': 0.006070046219974756, 'disgust': 0.018671168014407158, 'fear': 0.16496223211288452, 'joy': 0.0029345296788960695, 'neutral': 0.12159350514411926, 'sadness': 0.6728675961494446, 'surprise': 0.01290092058479786}","{'anger': 0.003692721715196967, 'disgust': 0.014194204472005367, 'fear': 0.009425596334040165, 'joy': 0.08208334445953369, 'neutral': 0.2811601161956787, 'sadness': 0.6037129759788513, 'surprise': 0.005731040611863136}",0.9998664274734584,0.9569782273165631,0.9003543928968999
context_22,"{'anger': 0.01695922203361988, 'disgust': 0.03536174073815346, 'fear': 0.8924463391304016, 'joy': 0.000851848570164293, 'neutral': 0.025830643251538277, 'sadness': 0.01932295225560665, 'surprise': 0.009227353148162365}","{'anger': 0.005225398577749729, 'disgust': 0.008155480027198792, 'fear': 0.9270154237747192, 'joy': 0.0017156271496787667, 'neutral': 0.04680728167295456, 'sadness': 0.008717885240912437, 'surprise': 0.002362905303016305}","{'anger': 0.0008451734320260584, 'disgust': 0.0005439018714241683, 'fear': 0.9851515889167786, 'joy': 0.002914376324042678, 'neutral': 0.006573065649718046, 'sadness': 0.002580373315140605, 'surprise': 0.0013915395829826593}","{'anger': 0.006379446480423212, 'disgust': 0.023404574021697044, 'fear': 0.74783855676651, 'joy': 0.005458034109324217, 'neutral': 0.17134825885295868, 'sadness': 0.043170951306819916, 'surprise': 0.002400283934548497}",0.9991004214218446,0.9986048361789045,0.9801190723026165
context_23,"{'anger': 0.007275487296283245, 'disgust': 0.021610043942928314, 'fear': 0.007192673161625862, 'joy': 0.0007515887264162302, 'neutral': 0.018847128376364708, 'sadness': 0.9427616000175476, 'surprise': 0.0015615115407854319}","{'anger': 0.4072903096675873, 'disgust': 0.10927271842956543, 'fear': 0.2383468896150589, 'joy': 0.002382563194260001, 'neutral': 0.12268771231174469, 'sadness': 0.08437095582485199, 'surprise': 0.03564879298210144}","{'anger': 0.017441827803850174, 'disgust': 0.004936001263558865, 'fear': 0.2098156213760376, 'joy': 0.02013208717107773, 'neutral': 0.20276151597499847, 'sadness': 0.49544745683670044, 'surprise': 0.04946550726890564}","{'anger': 0.018096398562192917, 'disgust': 0.02454433962702751, 'fear': 0.010807577520608902, 'joy': 0.03412660211324692, 'neutral': 0.8993852138519287, 'sadness': 0.011039103381335735, 'surprise': 0.0020008583087474108}",0.18562648862011843,0.8674925711699721,0.033106762845602655
context_24,"{'anger': 0.0159792210906744, 'disgust': 0.020521940663456917, 'fear': 0.013220676220953465, 'joy': 0.013077359646558762, 'neutral': 0.4310046434402466, 'sadness': 0.42904794216156006, 'surprise': 0.0771481990814209}","{'anger': 0.08090300858020782, 'disgust': 0.019756818190217018, 'fear': 0.029318267479538918, 'joy': 0.14620788395404816, 'neutral': 0.4784625768661499, 'sadness': 0.23961728811264038, 'surprise': 0.005734207108616829}","{'anger': 0.0026394810993224382, 'disgust': 0.0022093066945672035, 'fear': 0.004158203024417162, 'joy': 0.7220587134361267, 'neutral': 0.03620217740535736, 'sadness': 0.22197534143924713, 'surprise': 0.010756760835647583}","{'anger': 0.006162227131426334, 'disgust': 0.011010950431227684, 'fear': 0.0025509968400001526, 'joy': 0.1521502435207367, 'neutral': 0.7971458435058594, 'sadness': 0.026504170149564743, 'surprise': 0.004475567024201155}",0.9090583786947802,0.26115709586596836,0.717423626032975
context_25,"{'anger': 0.07871080189943314, 'disgust': 0.11248048394918442, 'fear': 0.015877803787589073, 'joy': 0.0030244379304349422, 'neutral': 0.5074456930160522, 'sadness': 0.27364295721054077, 'surprise': 0.008817794732749462}","{'anger': 0.17849808931350708, 'disgust': 0.021111750975251198, 'fear': 0.00715747382491827, 'joy': 0.007483775727450848, 'neutral': 0.11253467947244644, 'sadness': 0.6676584482192993, 'surprise': 0.005555814132094383}","{'anger': 0.00921932514756918, 'disgust': 0.006008562631905079, 'fear': 0.003813396906480193, 'joy': 0.7037626504898071, 'neutral': 0.23964820802211761, 'sadness': 0.02842714451253414, 'surprise': 0.009120654314756393}","{'anger': 0.013313100673258305, 'disgust': 0.01683170720934868, 'fear': 0.028764190152287483, 'joy': 0.021681152284145355, 'neutral': 0.9051677584648132, 'sadness': 0.012523161247372627, 'surprise': 0.0017189363716170192}",0.6172374658753089,0.301567428591774,0.8676765859935887
context_26,"{'anger': 0.9546216726303101, 'disgust': 0.025271229445934296, 'fear': 0.001069620600901544, 'joy': 0.0009449618519283831, 'neutral': 0.010213352739810944, 'sadness': 0.0066086058504879475, 'surprise': 0.0012707316782325506}","{'anger': 0.06807651370763779, 'disgust': 0.17319326102733612, 'fear': 0.011024377308785915, 'joy': 0.23402109742164612, 'neutral': 0.048872094601392746, 'sadness': 0.46253424882888794, 'surprise': 0.002278418280184269}","{'anger': 0.4546085000038147, 'disgust': 0.2590367794036865, 'fear': 0.004469946026802063, 'joy': 0.0023976522497832775, 'neutral': 0.2620887756347656, 'sadness': 0.014917469583451748, 'surprise': 0.0024810107424855232}","{'anger': 0.09270315617322922, 'disgust': 0.15597158670425415, 'fear': 0.005901861935853958, 'joy': 0.01349800918251276, 'neutral': 0.5090363621711731, 'sadness': 0.22093403339385986, 'surprise': 0.0019549131393432617}",0.1385082068486897,0.7929084342864048,0.17771041385129793
context_27,"{'anger': 0.016105713322758675, 'disgust': 0.01132426131516695, 'fear': 0.8265867829322815, 'joy': 0.0017137976828962564, 'neutral': 0.04296417534351349, 'sadness': 0.07966116070747375, 'surprise': 0.02164420485496521}","{'anger': 0.011278163641691208, 'disgust': 0.005871218163520098, 'fear': 0.2534449100494385, 'joy': 0.013944164849817753, 'neutral': 0.6723417043685913, 'sadness': 0.03261816129088402, 'surprise': 0.010501633398234844}","{'anger': 0.005716321058571339, 'disgust': 0.007753117475658655, 'fear': 0.20391297340393066, 'joy': 0.00870966911315918, 'neutral': 0.10063745081424713, 'sadness': 0.6411554217338562, 'surprise': 0.032115090638399124}","{'anger': 0.007466868497431278, 'disgust': 0.005666783079504967, 'fear': 0.9331873059272766, 'joy': 0.0016169925220310688, 'neutral': 0.02924024499952793, 'sadness': 0.0212317556142807, 'surprise': 0.0015901707811281085}",0.4033184365237207,0.39671173783154834,0.996723184731485
context_28,"{'anger': 0.0026508839800953865, 'disgust': 0.0038654478266835213, 'fear': 0.9812219738960266, 'joy': 0.0008479115203954279, 'neutral': 0.0035331263206899166, 'sadness': 0.006847698241472244, 'surprise': 0.0010330267250537872}","{'anger': 0.0024405738804489374, 'disgust': 0.01431533694267273, 'fear': 0.9578339457511902, 'joy': 0.001180044375360012, 'neutral': 0.012786333449184895, 'sadness': 0.009215018711984158, 'surprise': 0.0022288267500698566}","{'anger': 0.0028324746526777744, 'disgust': 0.004385889042168856, 'fear': 0.9675171971321106, 'joy': 0.001443074201233685, 'neutral': 0.016460005193948746, 'sadness': 0.0060733105055987835, 'surprise': 0.001288104336708784}","{'anger': 0.012453708797693253, 'disgust': 0.02689393050968647, 'fear': 0.7286657691001892, 'joy': 0.010128221474587917, 'neutral': 0.1910204440355301, 'sadness': 0.0285917017608881, 'surprise': 0.0022462396882474422}",0.9998875908357411,0.9999094070585756,0.9671143846189194
context_29,"{'anger': 0.032854195684194565, 'disgust': 0.3203880488872528, 'fear': 0.00448036240413785, 'joy': 0.005284665152430534, 'neutral': 0.13871480524539948, 'sadness': 0.49454379081726074, 'surprise': 0.0037341478746384382}","{'anger': 0.43670254945755005, 'disgust': 0.19037343561649323, 'fear': 0.020647309720516205, 'joy': 0.004560967441648245, 'neutral': 0.2947482466697693, 'sadness': 0.041624344885349274, 'surprise': 0.011343119665980339}","{'anger': 0.0014170818030834198, 'disgust': 0.0006370577029883862, 'fear': 0.000983723788522184, 'joy': 0.005135949235409498, 'neutral': 0.008429042063653469, 'sadness': 0.973013162612915, 'surprise': 0.010383984073996544}","{'anger': 0.006215717177838087, 'disgust': 0.024519914761185646, 'fear': 0.06226855143904686, 'joy': 0.05634763091802597, 'neutral': 0.6110962629318237, 'sadness': 0.23154249787330627, 'surprise': 0.00800944585353136}",0.40179112395503147,0.8181048527299523,0.5201214247561788
